OFF,DESC,SNME
LAVT0498,name and last name,510343
LAVT0499,name and last name,510343
LAVT0505,name and last name,510308
LAVT0506,name and last name,510308
LAVT0508,name and last name,510343
LAVT0513,name and last name,510029
LAVT0514,name and last name,510453
LAVT0524,name and last name,510212
LAVT0529,name and last name,510573
LAVT0530,name and last name,510029
LAVT0531,name and last name,510343
LAVT0534,name and last name,510029
LAVT0536,name and last name,510343
LAVT0542,name and last name,510211
LAVT0548,name and last name,510160
LAVT0550,name and last name,510343
LAVT0554,name and last name,510029
LAVT0556,name and last name,510343
LAVT0557,name and last name,510343
LAVT0560,name and last name,510343
LAVT0561,name and last name,510343
LAVT0567,name and last name,510157
LAVT0568,name and last name,510157
LAVT0570,name and last name,510029
LAVT0578,name and last name,510160
LAVT0581,name and last name,510029
LAVT0582,name and last name,510179
LAVT0584,name and last name,510343
LAVT0585,name and last name,510343
LAVT0587,name and last name,510573
LAVT0588,name and last name,510573
LAVT0590,name and last name,510212
LAVT0593,name and last name,510029
LAVT0594,name and last name,510343
LAVT0596,name and last name,510160
LAVT0597,name and last name,510160
LAVT0600,name and last name,510212
LAVT0601,name and last name,510212
LAVT0611,name and last name,510212
LAVT0613,name and last name,510160
LAVT0615,name and last name,510453
LAVT0616,name and last name,510211
LAVT0617,name and last name,510212
LAVT0618,name and last name,510212
LAVT0619,name and last name,510453
LAVT0620,name and last name,510157
LAVT0621,name and last name,510343
LAVT0622,name and last name,510343
LAVT0623,name and last name,510212
LAVT0624,name and last name,510212
LAVT0625,name and last name,510303
LAVT0626,name and last name,510453
LAVT0627,name and last name,510624
LAVT0629,name and last name,510212
LAVT0634,name and last name,510453
LAVT0635,name and last name,510453
LAVT0637,name and last name,510343
LAVT0640,name and last name,510029
LAVT0641,name and last name,510029
LAVT0646,name and last name,510029
LAVT0648,name and last name,510343
LAVT0649,name and last name,510343
LAVT0650,name and last name,510343
LAVT0653,name and last name,510453
LAVT0662,name and last name,510343
LAVT0664,name and last name,510453
LAVT0666,name and last name,510453
LAVT0667,name and last name,510453
LAVT0668,name and last name,510453
LAVT0669,name and last name,510029
LAVT0670,name and last name,510029
LAVT0671,name and last name,510453
LAVT0674,name and last name,510453
LAVT0675,name and last name,510453
LAVT0676,name and last name,510453
LAVT0679,name and last name,510453
LAVT0685,name and last name,510453
LAVT0694,name and last name,510624
LAVT0707,name and last name,510453
LAVT0709,name and last name,510157
LAVT0710,name and last name,510029
LAVT0712,name and last name,510029
LAVT0713,name and last name,510029
LAVT0714,name and last name,510029
LAVT0716,name and last name,510029
LAVT0727,name and last name,510308
LAVT0742,name and last name,510343
LAVT0749,name and last name,510453
LAVT0753,name and last name,510453
LAVT0782,name and last name,510157
LAVT0784,name and last name,510160
LFME0001,name and last name,510672
LFME0006,name and last name,510672
LFME0007,name and last name,510672
LFME0011,name and last name,510672
LFME0021,name and last name,510672
LFME0022,name and last name,510672
LFMF0005,name and last name,510704
LFMF0008,name and last name,510704
LFMF0009,name and last name,510704
LFMF0012,name and last name,510704
LFMF0016,name and last name,510604
LFMF0025,name and last name,510604
LFMF0026,name and last name,510604
LFMF0027,name and last name,510604
LFMF0029,name and last name,510704
LFMF0039,name and last name,510604
LFMG0001,name and last name,510683
LFMG0002,name and last name,510683
LFMG0003,name and last name,510683
LFMG0004,name and last name,510683
LFMG0006,name and last name,510683
LFMG0009,name and last name,510683
LFMG0010,name and last name,510683
LFMG0011,name and last name,510683
LFMG0019,name and last name,510683
LFMH0001,name and last name,510686
LFMI0001,name and last name,510690
LFMI0002,name and last name,510690
LFMI0010,name and last name,510690
LFMI0011,name and last name,510690
LFMI0014,name and last name,510690
LFMI0021,name and last name,510690
LFMK0001,name and last name,510682
LFMK0002,name and last name,510682
LFMK0003,name and last name,510682
LFMK0004,name and last name,510682
LFMK0005,name and last name,510682
LFMK0006,name and last name,510682
LFMK0007,name and last name,510682
LFMK0008,name and last name,510682
LFMK0009,name and last name,510682
LFML0001,name and last name,510673
LFML0003,name and last name,510673
LFML0004,name and last name,510673
LFML0006,name and last name,510673
LFML0007,name and last name,510673
LFML0009,name and last name,510673
LFML0010,name and last name,510673
LFML0011,name and last name,510673
LFML0012,name and last name,510673
LFML0013,name and last name,510673
LFML0014,name and last name,510673
LFML0015,name and last name,510673
LFML0016,name and last name,510673
LFML0017,name and last name,510673
LFML0018,name and last name,510673
LFML0020,name and last name,510673
LFML0021,name and last name,510673
LFML0023,name and last name,510673
LFML0024,name and last name,510673
LFML0032,name and last name,510673
LFML0044,name and last name,510673
LFMR0001,name and last name,510706
LFMT0001,name and last name,510680
LFMT0002,name and last name,510680
LFMT0003,name and last name,510680
LFND0006,name and last name,510689
LFND0017,name and last name,510504
LFNE0002,name and last name,510705
LFNE0003,name and last name,510705
LFNE0004,name and last name,510705
LFNG0002,name and last name,510697
LKDI0196,name and last name,510574
LKDI0205,name and last name,510574
LKDI0209,name and last name,510013
LKDI0219,name and last name,510013
LKDI0224,name and last name,510013
LKDI0226,name and last name,510575
LKDI0236,name and last name,510013
LKDI0238,name and last name,510013
LKDI0239,name and last name,510519
LKDI0240,name and last name,510483
LKDI0241,name and last name,510236
LKDI0243,name and last name,510013
LKDI0244,name and last name,510013
LKDI0246,name and last name,510236
LKDI0247,name and last name,510230
LKDI0265,name and last name,510431
LKDI0266,name and last name,510431
LKDI0267,name and last name,510540
LKDI0268,name and last name,510337
LKDI0269,name and last name,510337
LKDI0271,name and last name,510337
LKDI0272,name and last name,510337
LKDI0273,name and last name,510337
LKDI0274,name and last name,510337
LKDI0275,name and last name,510337
LKDI0277,name and last name,510337
LKDI0279,name and last name,510337
LKDI0282,name and last name,510720
LKDI0283,name and last name,510720
LKDI0284,name and last name,510433
LKDI0285,name and last name,510433
LKDI0286,name and last name,510333
LKDI0287,name and last name,510333
LKDI0288,name and last name,510436
LKDI0289,name and last name,510436
LKDI0290,name and last name,510436
LKDI0291,name and last name,510436
LKDI0292,name and last name,510436
LKDI0293,name and last name,510436
LKDI0294,name and last name,510436
LKDI0295,name and last name,510436
LKDI0296,name and last name,510436
LKDI0297,name and last name,510436
LKDI0298,name and last name,510436
LKDI0299,name and last name,510436
LKDI0300,name and last name,510436
LKDI0301,name and last name,510436
LKDI0302,name and last name,510436
LKDI0303,name and last name,510544
LKDI0304,name and last name,510544
LKDI0305,name and last name,510479
LKDI0306,name and last name,510272
LKDI0310,name and last name,510479
LKDI0311,name and last name,510479
LKDI0313,name and last name,510231
LKDI0315,name and last name,510743
LKDI0316,name and last name,510433
LKDI0320,name and last name,510272
LKDI0325,name and last name,510013
LKDI0331,name and last name,510220
LKDI0332,name and last name,510519
LKDI0337,name and last name,510659
LKDI0340,name and last name,510483
LKDI0356,name and last name,510337
LKDI0361,name and last name,510337
LKDI0369,name and last name,510230
LKDI0371,name and last name,510479
LKDI0375,name and last name,510632
LKDI0376,name and last name,510632
LKDI0380,name and last name,510337
LKDI0389,name and last name,510743
LKDI0419,name and last name,510743
LMFA0002,name and last name,510674
LMFA0004,name and last name,510674
LMFA0005,name and last name,510674
LMFA0006,name and last name,510674
LMFA0007,name and last name,510674
LMFA0008,name and last name,510674
LMFA0010,name and last name,510674
LMFA0011,name and last name,510674
LMFA0012,name and last name,510674
LMFA0013,name and last name,510674
LMFA0014,name and last name,510674
LMFA0015,name and last name,510674
LMFM0001,name and last name,510730
LMFM0002,name and last name,510730
LMFO0001,name and last name,510548
LMFO0002,name and last name,510548
LMFO0003,name and last name,510548
LMFO0004,name and last name,510548
LMFR0001,name and last name,510693
LMFT0001,name and last name,510717
LMFZ0001,name and last name,510677
LMFZ0002,name and last name,510677
LMKK0002,name and last name,510622
LMKK0003,name and last name,510622
LMKL0003,name and last name,510610
LMLE0001,name and last name,511663
LMLE0002,name and last name,511663
LMLE0003,name and last name,511663
LMLF0001,name and last name,511663
LMLF0002,name and last name,511663
LMLF0003,name and last name,511663
LMLH0001,name and last name,511663
LMLH0002,name and last name,511663
LMOK0004,name and last name,510606
LMOK0005,name and last name,510606
LMOL0005,name and last name,510713
LMON0020,name and last name,510735
LMON0024,name and last name,510735
LMPU0111,name and last name,510680
LMPU0112,name and last name,510680
LMPU0114,name and last name,510680
LMPU0240,name and last name,510690
LMPU0241,name and last name,510690
LMPU0247,name and last name,510690
LMPU0273,name and last name,510684
LMPU0274,name and last name,510684
LMPU0284,name and last name,510677
LMPU0318,name and last name,510699
LMPU0325,name and last name,510674
LMPU0326,name and last name,510674
LMPU0333,name and last name,510674
LMPU0336,name and last name,510674
LMPU0337,name and last name,510674
LMPU0347,name and last name,510690
LMPU0348,name and last name,510690
LMPU0372,name and last name,510673
LMPU0373,name and last name,510673
LMPU0378,name and last name,510673
LMPU0398,name and last name,510673
LMPU0399,name and last name,510673
LMPU0400,name and last name,510673
LMPU0401,name and last name,510673
LMPU0406,name and last name,510673
LMPU0409,name and last name,510673
LMPU0410,name and last name,510673
LMPU0411,name and last name,510673
LMPU0412,name and last name,510673
LMPU0413,name and last name,510673
LMPU0445,name and last name,510672
LMPU0475,name and last name,510694
LMPU0476,name and last name,510694
LMPU0477,name and last name,510717
LMPU0527,name and last name,510673
LMPU0530,name and last name,510673
LMPU0531,name and last name,510674
LMPU0594,name and last name,510682
